IDX_YMD,IDX_AMT
2019-05-21,1049
2019-05-22,1059
2019-05-23,1068
2019-05-24,1066
2019-05-28,1082
2019-05-29,1107
2019-05-30,1097
2019-05-31,1096
2019-06-03,1103
2019-06-04,1122
2019-06-05,1141
2019-06-06,1138
2019-06-07,1138
2019-06-10,1125
2019-06-11,1105
2019-06-12,1080
2019-06-13,1062
2019-06-14,1085
2019-06-17,1093
2019-06-18,1135
2019-06-19,1179
2019-06-20,1194
2019-06-21,1239
2019-06-24,1258
2019-06-25,1280
2019-06-26,1317
2019-06-27,1340
2019-06-28,1354
2019-07-01,1381
2019-07-02,1446
2019-07-03,1549
2019-07-04,1700
2019-07-05,1740
2019-07-08,1725
2019-07-09,1759
2019-07-10,1777
2019-07-11,1816
2019-07-12,1865
2019-07-15,1928
2019-07-16,2011
2019-07-17,2064
2019-07-18,2130
2019-07-19,2170
2019-07-22,2191
2019-07-23,2165
2019-07-24,2014
2019-07-25,1947
2019-07-26,1937
2019-07-29,1922
2019-07-30,1899
2019-07-31,1868
2019-08-01,1812
2019-08-02,1788
2019-08-05,1774
2019-08-06,1734
2019-08-07,1712
2019-08-08,1720
2019-08-09,1748
2019-08-12,1774
2019-08-13,1864
2019-08-14,1950
2019-08-15,2047
2019-08-16,2088
2019-08-19,2067
2019-08-20,2059
2019-08-21,2061
2019-08-22,2118
2019-08-23,2168
2019-08-27,2213
2019-08-28,2267
2019-08-29,2277
2019-08-30,2378
2019-09-02,2442
2019-09-03,2501
2019-09-04,2518
2019-09-05,2499
2019-09-06,2462
2019-09-09,2422
2019-09-10,2393
2019-09-11,2366
2019-09-12,2331
2019-09-13,2312
2019-09-16,2311
2019-09-17,2283
2019-09-18,2266
2019-09-19,2192
2019-09-20,2131
2019-09-23,2108
2019-09-24,2116
2019-09-25,2053
2019-09-26,1963
2019-09-27,1857
2019-09-30,1823
2019-10-01,1809
2019-10-02,1803
2019-10-03,1757
2019-10-04,1767
2019-10-07,1770
2019-10-08,1801
2019-10-09,1873
2019-10-10,1929
2019-10-11,1924
2019-10-14,1916
2019-10-15,1898
2019-10-16,1897
2019-10-17,1861
2019-10-18,1855
2019-10-21,1846
2019-10-22,1806
2019-10-23,1779
2019-10-24,1785
2019-10-25,1801
2019-10-28,1803
2019-10-29,1802
2019-10-30,1782
2019-10-31,1731
2019-11-01,1697
2019-11-04,1675
2019-11-05,1656
2019-11-06,1533
2019-11-07,1428
2019-11-08,1378
2019-11-11,1345
2019-11-12,1354
2019-11-13,1365
2019-11-14,1364
2019-11-15,1357
2019-11-18,1338
2019-11-19,1304
2019-11-20,1260
2019-11-21,1255
2019-11-22,1284
2019-11-25,1351
2019-11-26,1426
2019-11-27,1440
2019-11-28,1467
2019-11-29,1528
2019-12-02,1568
2019-12-03,1606
2019-12-04,1599
2019-12-05,1575
2019-12-06,1558
2019-12-09,1551
2019-12-10,1528
2019-12-11,1460
2019-12-12,1388
2019-12-13,1355
2019-12-16,1315
2019-12-17,1281
2019-12-18,1221
2019-12-19,1151
2019-12-20,1123
2019-12-23,1103
2019-12-24,1090
2020-01-02,976
2020-01-03,907
2020-01-06,844
2020-01-07,791
2020-01-08,773
2020-01-09,772
2020-01-10,774
2020-01-13,765
2020-01-14,763
2020-01-15,768
2020-01-16,768
2020-01-17,754
2020-01-20,729
2020-01-21,689
2020-01-22,623
2020-01-23,576
2020-01-24,557
2020-01-27,546
2020-01-28,539
2020-01-29,525
2020-01-30,498
2020-01-31,487
2020-02-03,466
2020-02-04,453
2020-02-05,430
2020-02-06,431
2020-02-07,415
2020-02-10,411
2020-02-11,418
2020-02-12,421
2020-02-13,421
2020-02-14,425
2020-02-17,434
2020-02-18,450
2020-02-19,465
2020-02-20,480
2020-02-21,497
2020-02-24,506
2020-02-25,508
2020-02-26,517
2020-02-27,529
2020-02-28,535
2020-03-02,539
2020-03-03,549
2020-03-04,562
2020-03-05,599
2020-03-06,617
2020-03-09,616
2020-03-10,627
2020-03-11,631
2020-03-12,633
2020-03-13,631
2020-03-16,623
2020-03-17,612
2020-03-18,629
2020-03-19,630
2020-03-20,625
2020-03-23,617
2020-03-24,603
2020-03-25,582
2020-03-26,569
2020-03-27,556
2020-03-30,548
2020-03-31,626
2020-04-01,624
2020-04-02,624
2020-04-03,616
2020-04-06,604
2020-04-07,596
2020-04-08,607
2020-04-09,635
2020-04-14,679
2020-04-15,706
2020-04-16,726
2020-04-17,751
2020-04-20,757
2020-04-21,728
2020-04-22,694
2020-04-23,672
2020-04-24,665
2020-04-27,661
2020-04-28,655
2020-04-29,643
2020-04-30,635
2020-05-01,617
2020-05-04,598
2020-05-05,575
2020-05-06,534
2020-05-07,514
2020-05-11,474
2020-05-12,433
2020-05-13,398
2020-05-14,393
2020-05-15,407
2020-05-18,427
2020-05-19,453
2020-05-20,477
2020-05-21,494
2020-05-22,498
2020-05-26,506
2020-05-27,502
2020-05-28,489
2020-05-29,504
2020-06-01,520
2020-06-02,546
2020-06-03,592
2020-06-04,632
2020-06-05,679
2020-06-08,698
2020-06-09,714
2020-06-10,764
2020-06-11,839
2020-06-12,923
2020-06-15,973
2020-06-16,1054
2020-06-17,1246
2020-06-18,1527
2020-06-19,1555
2020-06-22,1558
2020-06-23,1617
2020-06-24,1705
2020-06-25,1738
2020-06-26,1749
2020-06-29,1794
2020-06-30,1799
2020-07-01,1803
2020-07-02,1823
2020-07-03,1894
2020-07-06,1956
2020-07-07,1949
2020-07-08,1849
2020-07-09,1810
2020-07-10,1810
2020-07-13,1792
2020-07-14,1742
2020-07-15,1696
2020-07-16,1699
2020-07-17,1710
2020-07-20,1678
2020-07-21,1594
2020-07-22,1473
2020-07-23,1388
2020-07-24,1317
2020-07-27,1293
2020-07-28,1264
2020-07-29,1317
2020-07-30,1348
2020-07-31,1350
2020-08-03,1385
2020-08-04,1463
2020-08-05,1475
2020-08-06,1500
2020-08-07,1501
2020-08-10,1506
2020-08-11,1510
2020-08-12,1540
2020-08-13,1577
2020-08-14,1595
2020-08-17,1598
2020-08-18,1586
2020-08-19,1568
2020-08-20,1518
2020-08-21,1481
2020-08-24,1491
2020-08-25,1518
2020-08-26,1509
2020-08-27,1504
2020-08-28,1488
2020-09-01,1471
2020-09-02,1445
2020-09-03,1395
2020-09-04,1362
2020-09-07,1349
2020-09-08,1328
2020-09-09,1296
2020-09-10,1269
2020-09-11,1267
2020-09-14,1282
2020-09-15,1289
2020-09-16,1281
2020-09-17,1294
2020-09-18,1296
2020-09-21,1314
2020-09-22,1364
2020-09-23,1426
2020-09-24,1605
2020-09-25,1667
2020-09-28,1654
2020-09-29,1658
2020-09-30,1725
2020-10-01,1869
2020-10-02,2020
2020-10-05,2071
2020-10-06,2097
2020-10-07,2044
2020-10-08,1970
2020-10-09,1892
2020-10-12,1807
2020-10-13,1732
2020-10-14,1637
2020-10-15,1561
2020-10-16,1477
2020-10-19,1409
2020-10-20,1350
2020-10-21,1346
2020-10-22,1401
2020-10-23,1415
2020-10-26,1402
2020-10-27,1413
2020-10-28,1384
2020-10-29,1297
2020-10-30,1283
2020-11-02,1284
2020-11-03,1263
2020-11-04,1224
2020-11-05,1194
2020-11-06,1196
2020-11-09,1207
2020-11-10,1200
2020-11-11,1141
2020-11-12,1124
2020-11-13,1115
2020-11-16,1111
2020-11-17,1112
2020-11-18,1115
2020-11-19,1134
2020-11-20,1148
2020-11-23,1169
2020-11-24,1178
2020-11-25,1197
2020-11-26,1219
2020-11-27,1230
2020-11-30,1227
2020-12-01,1211
2020-12-02,1201
2020-12-03,1189
2020-12-04,1197
2020-12-07,1162
2020-12-08,1121
2020-12-09,1122
2020-12-10,1161
2020-12-11,1211
2020-12-14,1235
2020-12-15,1273
2020-12-16,1296
2020-12-17,1301
2020-12-18,1325
2020-12-21,1323
2020-12-22,1330
2020-12-23,1362
2020-12-24,1366
2021-01-04,1374
2021-01-05,1418
2021-01-06,1425
2021-01-07,1448
2021-01-08,1606
2021-01-11,1761
2021-01-12,1849
2021-01-13,1856
2021-01-14,1792
2021-01-15,1754
2021-01-18,1740
2021-01-19,1766
2021-01-20,1828
2021-01-21,1837
2021-01-22,1810
2021-01-25,1765
2021-01-26,1659
2021-01-27,1540
2021-01-28,1470
2021-01-29,1452
2021-02-01,1444
2021-02-02,1380
2021-02-03,1327
2021-02-04,1327
2021-02-05,1333
2021-02-08,1317
2021-02-09,1306
2021-02-10,1303
2021-02-11,1313
2021-02-12,1339
2021-02-15,1364
2021-02-16,1495
2021-02-17,1756
2021-02-18,1770
2021-02-19,1698
2021-02-22,1709
2021-02-23,1727
2021-02-24,1709
2021-02-25,1700
2021-02-26,1675
2021-03-01,1651
2021-03-02,1673
2021-03-03,1763
2021-03-04,1779
2021-03-05,1829
2021-03-08,1853
2021-03-09,1901
2021-03-10,1980
2021-03-11,1970
2021-03-12,1960
2021-03-15,1983
2021-03-16,2017
2021-03-17,2105
2021-03-18,2215
2021-03-19,2281
2021-03-22,2319
2021-03-23,2271
2021-03-24,2194
2021-03-25,2172
2021-03-26,2178
2021-03-29,2162
2021-03-30,2103
2021-03-31,2046
2021-04-01,2072
2021-04-06,2092
2021-04-07,2127
2021-04-08,2088
2021-04-09,2085
2021-04-12,2145
2021-04-13,2140
2021-04-14,2178
2021-04-15,2323
2021-04-16,2385
2021-04-19,2432
2021-04-20,2472
2021-04-21,2710
2021-04-22,2750
2021-04-23,2788
2021-04-26,2808
2021-04-27,2889
2021-04-28,2957
2021-04-29,3007
2021-04-30,3053
2021-05-04,3157
2021-05-05,3266
2021-05-06,3212
2021-05-07,3183
2021-05-10,3240
2021-05-11,3254
2021-05-12,3139
2021-05-13,3077
2021-05-14,2939
2021-05-17,2856
2021-05-18,2795
2021-05-19,2801
2021-05-20,2824
2021-05-21,2869
2021-05-24,2881
2021-05-25,2809
2021-05-26,2754
2021-05-27,2688
2021-05-28,2596
2021-06-01,2568
2021-06-02,2530
2021-06-03,2472
2021-06-04,2438
2021-06-07,2428
2021-06-08,2420
2021-06-09,2481
2021-06-10,2669
2021-06-11,2857
2021-06-14,2944
2021-06-15,3025
2021-06-16,3176
2021-06-17,3267
2021-06-18,3218
2021-06-21,3190
2021-06-22,3119
2021-06-23,3147
2021-06-24,3175
2021-06-25,3255
2021-06-28,3324
2021-06-29,3418
2021-06-30,3383
2021-07-01,3338
2021-07-02,3285
2021-07-05,3224
2021-07-06,3179
2021-07-07,3241
2021-07-08,3281
2021-07-09,3300
2021-07-12,3300
2021-07-13,3228
2021-07-14,3139
2021-07-15,3073
2021-07-16,3039
2021-07-19,3059
2021-07-20,3053
2021-07-21,3058
2021-07-22,3103
2021-07-23,3199
2021-07-26,3210
2021-07-27,3166
2021-07-28,3154
2021-07-29,3214
2021-07-30,3292
2021-08-02,3282
2021-08-03,3281
2021-08-04,3318
2021-08-05,3376
2021-08-06,3371
2021-08-09,3371
2021-08-10,3375
2021-08-11,3410
2021-08-12,3503
2021-08-13,3566
2021-08-16,3606
2021-08-17,3657
2021-08-18,3833
2021-08-19,3976
2021-08-20,4092
2021-08-23,4147
2021-08-24,4201
2021-08-25,4193
2021-08-26,4195
2021-08-27,4235
2021-08-31,4132
2021-09-01,4013
2021-09-02,4001
2021-09-03,3944
2021-09-06,3822
2021-09-07,3707
2021-09-08,3618
2021-09-09,3643
2021-09-10,3864
2021-09-13,4163
2021-09-14,4221
2021-09-15,4233
2021-09-16,4215
2021-09-17,4275
2021-09-20,4304
2021-09-21,4410
2021-09-22,4560
2021-09-23,4651
2021-09-24,4644
2021-09-27,4717
2021-09-28,4962
2021-09-29,5197
2021-09-30,5167
2021-10-01,5202
2021-10-04,5267
2021-10-05,5409
2021-10-06,5647
2021-10-07,5650
2021-10-08,5526
2021-10-11,5488
2021-10-12,5378
2021-10-13,5206
2021-10-14,5062
2021-10-15,4854
2021-10-18,4732
2021-10-19,4714
2021-10-20,4751
2021-10-21,4653
2021-10-22,4410
2021-10-25,4257
2021-10-26,4056
2021-10-27,3808
2021-10-28,3630
2021-10-29,3519
2021-11-01,3428
2021-11-02,3187
2021-11-03,2892
2021-11-04,2769
2021-11-05,2715
2021-11-08,2718
2021-11-09,2805
2021-11-10,2861
2021-11-11,2844
2021-11-12,2807
2021-11-15,2759
2021-11-16,2591
2021-11-17,2430
2021-11-18,2454
2021-11-19,2552
2021-11-22,2645
2021-11-23,2715
2021-11-24,2654
2021-11-25,2678
2021-11-26,2767
2021-11-29,2881
2021-11-30,3018
2021-12-01,3047
2021-12-02,3115
2021-12-03,3171
2021-12-06,3235
2021-12-07,3352
2021-12-08,3423
2021-12-09,3343
2021-12-10,3272
2021-12-13,3216
2021-12-14,2932
2021-12-15,2665
2021-12-16,2498
2021-12-17,2379
2021-12-20,2371
2021-12-21,2294
2021-12-22,2229
2021-12-23,2219
2021-12-24,2217
2022-01-04,2285
2022-01-05,2289
2022-01-06,2296
2022-01-07,2289
2022-01-10,2277
2022-01-11,2151
2022-01-12,2027
2022-01-13,1873
2022-01-14,1764
2022-01-17,1731
2022-01-18,1644
2022-01-19,1570
2022-01-20,1474
2022-01-21,1415
2022-01-24,1391
2022-01-25,1343
2022-01-26,1296
2022-01-27,1302
2022-01-28,1381
2022-01-31,1418
2022-02-01,1440
2022-02-02,1419
2022-02-03,1425
2022-02-04,1423
2022-02-07,1422
2022-02-08,1503
2022-02-09,1711
2022-02-10,1940
2022-02-11,1977
2022-02-14,1984
2022-02-15,1968
2022-02-16,1896
2022-02-17,1886
2022-02-18,1964
2022-02-21,2045
2022-02-22,2148
2022-02-23,2244
2022-02-24,2187
2022-02-25,2076
2022-02-28,2040
2022-03-01,2069
2022-03-02,2137
2022-03-03,2104
2022-03-04,2148
2022-03-07,2235
2022-03-08,2352
2022-03-09,2558
2022-03-10,2704
2022-03-11,2718
2022-03-14,2727
2022-03-15,2689
2022-03-16,2591
2022-03-17,2588
2022-03-18,2605
2022-03-21,2589
2022-03-22,2546
2022-03-23,2575
2022-03-24,2567
2022-03-25,2544
2022-03-28,2484
2022-03-29,2417
2022-03-30,2369
2022-03-31,2358
2022-04-01,2357
2022-04-04,2307
2022-04-05,2213
2022-04-06,2128
2022-04-07,2061
2022-04-08,2055
2022-04-11,2031
2022-04-12,2035
2022-04-13,2068
2022-04-14,2137
2022-04-19,2115
2022-04-20,2142
2022-04-21,2239
2022-04-22,2307
2022-04-25,2356
2022-04-26,2404
2022-04-27,2425
2022-04-28,2403
2022-04-29,2404
2022-05-03,2412
2022-05-04,2485
2022-05-05,2644
2022-05-06,2718
2022-05-09,2831
2022-05-10,2939
2022-05-11,3052
2022-05-12,3117
2022-05-13,3104
2022-05-16,3085
2022-05-17,3095
2022-05-18,3189
2022-05-19,3289
2022-05-20,3344
2022-05-23,3369
2022-05-24,3253
2022-05-25,3127
2022-05-26,2933
2022-05-27,2681
2022-05-30,2571
2022-05-31,2566
2022-06-01,2633
2022-06-06,2560
2022-06-07,2514
2022-06-08,2410
2022-06-09,2342
2022-06-10,2320
2022-06-13,2260
2022-06-14,2284
2022-06-15,2387
2022-06-16,2462
2022-06-17,2578
2022-06-20,2596
2022-06-21,2484
2022-06-22,2349
2022-06-23,2354
2022-06-24,2331
2022-06-27,2295
2022-06-28,2204
2022-06-29,2186
2022-06-30,2240
2022-07-01,2214
2022-07-04,2159
2022-07-05,2098
2022-07-06,2043
2022-07-07,2073
2022-07-08,2067
2022-07-11,2081
2022-07-12,2013
2022-07-13,2002
2022-07-14,2010
2022-07-15,2150
2022-07-18,2162
2022-07-19,2145
2022-07-20,2113
2022-07-21,2118
2022-07-22,2146
2022-07-25,2114
2022-07-26,2061
2022-07-27,2007
2022-07-28,1945
2022-07-29,1895
2022-08-01,1872
2022-08-02,1817
2022-08-03,1731
2022-08-04,1603
2022-08-05,1560
2022-08-08,1566
2022-08-09,1564
2022-08-10,1592
2022-08-11,1556
2022-08-12,1477
2022-08-15,1404
2022-08-16,1387
2022-08-17,1394
2022-08-18,1320
2022-08-19,1279
2022-08-22,1270
2022-08-23,1271
2022-08-24,1213
2022-08-25,1123
2022-08-26,1082
2022-08-30,1017
2022-08-31,965
2022-09-01,1002
2022-09-02,1086
2022-09-05,1133
2022-09-06,1114
2022-09-07,1133
2022-09-08,1178
2022-09-09,1213
2022-09-12,1256
2022-09-13,1408
2022-09-14,1595
2022-09-15,1612
2022-09-16,1553
2022-09-20,1729
2022-09-21,1746
2022-09-22,1720
2022-09-23,1816
2022-09-26,1813
2022-09-27,1807
2022-09-28,1799
2022-09-29,1757
2022-09-30,1760
2022-10-03,1788
2022-10-04,1865
2022-10-05,1996
2022-10-06,1992
2022-10-07,1961
2022-10-10,1944
2022-10-11,1904
2022-10-12,1873
2022-10-13,1818
2022-10-14,1838
2022-10-17,1843
2022-10-18,1875
2022-10-19,1871
2022-10-20,1837
2022-10-21,1819
2022-10-24,1797
2022-10-25,1755
2022-10-26,1706
2022-10-27,1612
2022-10-28,1534
2022-10-31,1463
2022-11-01,1377
2022-11-02,1321
2022-11-03,1290
2022-11-04,1323
2022-11-07,1337
2022-11-08,1356
2022-11-09,1393
2022-11-10,1390
2022-11-11,1355
2022-11-14,1325
2022-11-15,1300
2022-11-16,1288
2022-11-17,1228
2022-11-18,1189
2022-11-21,1177
2022-11-22,1149
2022-11-23,1184
2022-11-24,1242
2022-11-25,1324
2022-11-28,1347
2022-11-29,1327
2022-11-30,1355
2022-12-01,1338
2022-12-02,1324
2022-12-05,1323
2022-12-06,1340
2022-12-07,1373
2022-12-08,1385
2022-12-09,1386
2022-12-12,1361
2022-12-13,1357
2022-12-14,1401
2022-12-15,1528
2022-12-16,1560
2022-12-19,1548
2022-12-20,1596
2022-12-21,1723
2022-12-22,1650
2022-12-23,1515
2023-01-03,1250
2023-01-04,1176
2023-01-05,1146
2023-01-06,1130
2023-01-09,1139
2023-01-10,1096
2023-01-11,1043
2023-01-12,976
2023-01-13,946
2023-01-16,946
2023-01-17,921
2023-01-18,874
2023-01-19,801
2023-01-20,763
2023-01-23,740
2023-01-24,721
2023-01-25,703
2023-01-26,677
2023-01-27,676
2023-01-30,680
2023-01-31,681
2023-02-01,668
2023-02-02,640
2023-02-03,621
2023-02-06,608
2023-02-07,601
2023-02-08,603
2023-02-09,592
2023-02-10,602
2023-02-13,616
2023-02-14,563
2023-02-15,541
2023-02-16,530
2023-02-17,538
2023-02-20,552
2023-02-21,594
2023-02-22,674
2023-02-23,816
2023-02-24,883
2023-02-27,935
2023-02-28,990
2023-03-01,1099
2023-03-02,1145
2023-03-03,1211
2023-03-06,1258
2023-03-07,1298
2023-03-08,1327
2023-03-09,1379
2023-03-10,1424
2023-03-13,1465
2023-03-14,1587
2023-03-15,1603
2023-03-16,1560
2023-03-17,1535
2023-03-20,1542
2023-03-21,1512
2023-03-22,1456
2023-03-23,1484
2023-03-24,1489
2023-03-27,1456
2023-03-28,1402
2023-03-29,1407
2023-03-30,1403
2023-03-31,1389
2023-04-03,1412
2023-04-04,1473
2023-04-05,1525
2023-04-06,1560
2023-04-11,1507
2023-04-12,1463
2023-04-13,1463
2023-04-14,1435
2023-04-17,1412
2023-04-18,1368
2023-04-19,1372
2023-04-20,1432
2023-04-21,1504
2023-04-24,1517
2023-04-25,1510
2023-04-26,1536
2023-04-27,1581
2023-04-28,1576
2023-05-02,1552
2023-05-03,1558
2023-05-04,1545
2023-05-05,1558
2023-05-09,1598
2023-05-10,1640
2023-05-11,1608
2023-05-12,1558
2023-05-15,1522
2023-05-16,1476
2023-05-17,1425
2023-05-18,1402
2023-05-19,1384
2023-05-22,1365
2023-05-23,1348
2023-05-24,1295
2023-05-25,1215
2023-05-26,1172
2023-05-30,1123
2023-05-31,977
2023-06-01,937
2023-06-02,919
2023-06-05,939
2023-06-06,1016
2023-06-07,1020
2023-06-08,1040
2023-06-09,1055
2023-06-12,1056
2023-06-13,1074
2023-06-14,1079
2023-06-15,1094
2023-06-16,1076
2023-06-19,1065
2023-06-20,1078
2023-06-21,1138
2023-06-22,1216
2023-06-23,1240
2023-06-26,1233
2023-06-27,1183
2023-06-28,1138
2023-06-29,1112
2023-06-30,1091
2023-07-03,1068
2023-07-04,1044
2023-07-05,994
2023-07-06,993
2023-07-07,1009
2023-07-10,1024
2023-07-11,1032
2023-07-12,1088
2023-07-13,1103
2023-07-14,1090
2023-07-17,1073
2023-07-18,1037
2023-07-19,1004
2023-07-20,977
2023-07-21,978
2023-07-24,967
2023-07-25,962
2023-07-26,1067
2023-07-27,1097
2023-07-28,1110
2023-07-31,1127
2023-08-01,1150
2023-08-02,1123
2023-08-03,1128
2023-08-04,1136
2023-08-07,1145
2023-08-08,1142
2023-08-09,1144
2023-08-10,1137
2023-08-11,1129
2023-08-14,1135
2023-08-15,1166
2023-08-16,1233
2023-08-17,1247
2023-08-18,1237
2023-08-21,1223
2023-08-22,1194
2023-08-23,1151
2023-08-24,1110
2023-08-25,1080
2023-08-29,1107
2023-08-30,1094
2023-08-31,1086
